Exp,Round,Item,Condition,Item.Nr,sentences,role,id,partner_id,group_enumeration
6,5,101_1,101,1,[],receiver,4,2,37
6,5,111_2,111,2,[],receiver,4,1,38
6,5,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,39
6,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,40
6,6,110_3,110,3,[],producer,1,2,41
6,6,101_3,101,3,[],producer,1,3,42
6,6,010_3,10,3,[],producer,1,4,43
6,6,010_3,10,3,[],receiver,1,4,44
6,6,010_3,10,3,[],receiver,1,3,45
6,6,111_2,111,2,[],receiver,1,2,46
6,6,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,47
6,6,NA_x,NA,x,"[['not all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,48
6,6,010_2,10,2,[],producer,2,3,41
6,6,100_1,100,1,[],producer,2,4,42
6,6,111_2,111,2,[],producer,2,1,43
6,6,110_3,110,3,[],receiver,2,1,44
6,6,111_1,111,1,[],receiver,2,4,45
6,6,101_1,101,1,[],receiver,2,3,46
6,6,NA_x,NA,x,"[['some', 'none'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,47
6,6,NA_x,NA,x,"[['not all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,48
6,6,010_2,10,2,[],producer,3,4,41
6,6,010_3,10,3,[],producer,3,1,42
6,6,101_1,101,1,[],producer,3,2,43
6,6,010_2,10,2,[],receiver,3,2,44
6,6,101_3,101,3,[],receiver,3,1,45
6,6,001_3,1,3,[],receiver,3,4,46
6,6,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,47
6,6,NA_x,NA,x,"[['not all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,48
6,6,010_3,10,3,[],producer,4,1,41
6,6,111_1,111,1,[],producer,4,2,42
6,6,001_3,1,3,[],producer,4,3,43
6,6,010_2,10,2,[],receiver,4,3,44
6,6,100_1,100,1,[],receiver,4,2,45
6,6,010_3,10,3,[],receiver,4,1,46
6,6,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,47
6,6,NA_x,NA,x,"[['not all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,48
6,7,101_2,101,2,[],producer,1,2,49
6,7,011_3,11,3,[],producer,1,3,50
6,7,011_1,11,1,[],producer,1,4,51
6,7,001_1,1,1,[],receiver,1,4,52
6,7,011_1,11,1,[],receiver,1,3,53
6,7,101_3,101,3,[],receiver,1,2,54
6,7,NA_x,NA,x,"[['all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,55
6,7,NA_x,NA,x,"[['none', 'none'], ['some', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,56
6,7,011_1,11,1,[],producer,2,3,49
6,7,011_2,11,2,[],producer,2,4,50
6,7,101_3,101,3,[],producer,2,1,51
6,7,101_2,101,2,[],receiver,2,1,52
6,7,001_2,1,2,[],receiver,2,4,53
6,7,010_1,10,1,[],receiver,2,3,54
6,7,NA_x,NA,x,"[['all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,55
6,7,NA_x,NA,x,"[['none', 'none'], ['some', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,56
6,7,011_3,11,3,[],producer,3,4,49
6,7,011_1,11,1,[],producer,3,1,50
6,7,010_1,10,1,[],producer,3,2,51
6,7,011_1,11,1,[],receiver,3,2,52
6,7,011_3,11,3,[],receiver,3,1,53
6,7,110_1,110,1,[],receiver,3,4,54
6,7,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,55
6,7,NA_x,NA,x,"[['none', 'none'], ['some', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,56
6,7,001_1,1,1,[],producer,4,1,49
6,7,001_2,1,2,[],producer,4,2,50
6,7,110_1,110,1,[],producer,4,3,51
6,7,011_3,11,3,[],receiver,4,3,52
6,7,011_2,11,2,[],receiver,4,2,53
6,7,011_1,11,1,[],receiver,4,1,54
6,7,NA_x,NA,x,"[['some', 'none'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,55
6,7,NA_x,NA,x,"[['some', 'not all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,56
7,1,011_1,11,1,[],producer,1,2,1
7,1,110_3,110,3,[],producer,1,3,2
7,1,110_2,110,2,[],producer,1,4,3
7,1,101_3,101,3,[],receiver,1,4,4
7,1,010_1,10,1,[],receiver,1,3,5
7,1,001_2,1,2,[],receiver,1,2,6
7,1,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,7
7,1,NA_x,NA,x,"[['none', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,8
7,1,110_3,110,3,[],producer,2,3,1
7,1,111_2,111,2,[],producer,2,4,2
7,1,001_2,1,2,[],producer,2,1,3
7,1,011_1,11,1,[],receiver,2,1,4
7,1,111_2,111,2,[],receiver,2,4,5
7,1,100_3,100,3,[],receiver,2,3,6
7,1,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,7
7,1,NA_x,NA,x,"[['some', 'all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,8
7,1,110_1,110,1,[],producer,3,4,1
7,1,010_1,10,1,[],producer,3,1,2
7,1,100_3,100,3,[],producer,3,2,3
7,1,110_3,110,3,[],receiver,3,2,4
7,1,110_3,110,3,[],receiver,3,1,5
7,1,111_1,111,1,[],receiver,3,4,6
7,1,NA_x,NA,x,"[['some', 'some'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,7
7,1,NA_x,NA,x,"[['none', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,8
7,1,101_3,101,3,[],producer,4,1,1
7,1,111_2,111,2,[],producer,4,2,2
7,1,111_1,111,1,[],producer,4,3,3
7,1,110_1,110,1,[],receiver,4,3,4
7,1,111_2,111,2,[],receiver,4,2,5
7,1,110_2,110,2,[],receiver,4,1,6
7,1,NA_x,NA,x,"[['some', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,7
7,1,NA_x,NA,x,"[['none', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,8
7,2,100_1,100,1,[],producer,1,2,9
7,2,011_3,11,3,[],producer,1,3,10
7,2,101_2,101,2,[],producer,1,4,11
7,2,110_2,110,2,[],receiver,1,4,12
7,2,011_1,11,1,[],receiver,1,3,13
7,2,110_1,110,1,[],receiver,1,2,14
7,2,NA_x,NA,x,"[['all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,15
7,2,NA_x,NA,x,"[['some', 'some'], ['none', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,16
7,2,111_1,111,1,[],producer,2,3,9
7,2,100_2,100,2,[],producer,2,4,10
7,2,110_1,110,1,[],producer,2,1,11
7,2,100_1,100,1,[],receiver,2,1,12
7,2,100_2,100,2,[],receiver,2,4,13
7,2,001_1,1,1,[],receiver,2,3,14
7,2,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,15
7,2,NA_x,NA,x,"[['some', 'some'], ['none', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,16
7,2,010_3,10,3,[],producer,3,4,9
7,2,011_1,11,1,[],producer,3,1,10
7,2,001_1,1,1,[],producer,3,2,11
7,2,111_1,111,1,[],receiver,3,2,12
7,2,011_3,11,3,[],receiver,3,1,13
7,2,110_3,110,3,[],receiver,3,4,14
7,2,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,15
7,2,NA_x,NA,x,"[['none', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,16
7,2,110_2,110,2,[],producer,4,1,9
7,2,100_2,100,2,[],producer,4,2,10
7,2,110_3,110,3,[],producer,4,3,11
7,2,010_3,10,3,[],receiver,4,3,12
7,2,100_2,100,2,[],receiver,4,2,13
7,2,101_2,101,2,[],receiver,4,1,14
7,2,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,15
7,2,NA_x,NA,x,"[['none', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,16
7,3,110_1,110,1,[],producer,1,2,17
7,3,001_3,1,3,[],producer,1,3,18
7,3,011_2,11,2,[],producer,1,4,19
7,3,111_3,111,3,[],receiver,1,4,20
7,3,001_2,1,2,[],receiver,1,3,21
7,3,100_3,100,3,[],receiver,1,2,22
7,3,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,23
7,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,24
7,3,011_1,11,1,[],producer,2,3,17
7,3,110_2,110,2,[],producer,2,4,18
7,3,100_3,100,3,[],producer,2,1,19
7,3,110_1,110,1,[],receiver,2,1,20
7,3,011_1,11,1,[],receiver,2,4,21
7,3,010_2,10,2,[],receiver,2,3,22
7,3,NA_x,NA,x,"[['all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,23
7,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,24
7,3,111_2,111,2,[],producer,3,4,17
7,3,001_2,1,2,[],producer,3,1,18
7,3,010_2,10,2,[],producer,3,2,19
7,3,011_1,11,1,[],receiver,3,2,20
7,3,001_3,1,3,[],receiver,3,1,21
7,3,001_1,1,1,[],receiver,3,4,22
7,3,NA_x,NA,x,"[['some', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,23
7,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,24
7,3,111_3,111,3,[],producer,4,1,17
7,3,011_1,11,1,[],producer,4,2,18
7,3,001_1,1,1,[],producer,4,3,19
7,3,111_2,111,2,[],receiver,4,3,20
7,3,110_2,110,2,[],receiver,4,2,21
7,3,011_2,11,2,[],receiver,4,1,22
7,3,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,23
7,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,24
7,4,010_2,10,2,[],producer,1,2,25
7,4,111_1,111,1,[],producer,1,3,26
7,4,111_2,111,2,[],producer,1,4,27
7,4,100_3,100,3,[],receiver,1,4,28
7,4,111_3,111,3,[],receiver,1,3,29
7,4,010_2,10,2,[],receiver,1,2,30
7,4,NA_x,NA,x,"[['some', 'none'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,31
7,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,32
7,4,001_3,1,3,[],producer,2,3,25
7,4,011_3,11,3,[],producer,2,4,26
7,4,010_2,10,2,[],producer,2,1,27
7,4,010_2,10,2,[],receiver,2,1,28
7,4,001_2,1,2,[],receiver,2,4,29
7,4,011_3,11,3,[],receiver,2,3,30
7,4,NA_x,NA,x,"[['some', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,31
7,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,32
7,4,011_2,11,2,[],producer,3,4,25
7,4,111_3,111,3,[],producer,3,1,26
7,4,011_3,11,3,[],producer,3,2,27
7,4,001_3,1,3,[],receiver,3,2,28
7,4,111_1,111,1,[],receiver,3,1,29
7,4,011_3,11,3,[],receiver,3,4,30
7,4,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,31
7,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,32
7,4,100_3,100,3,[],producer,4,1,25
7,4,001_2,1,2,[],producer,4,2,26
7,4,011_3,11,3,[],producer,4,3,27
7,4,011_2,11,2,[],receiver,4,3,28
7,4,011_3,11,3,[],receiver,4,2,29
7,4,111_2,111,2,[],receiver,4,1,30
7,4,NA_x,NA,x,"[['some', 'none'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,31
7,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,32
7,5,111_3,111,3,[],producer,1,2,33
7,5,101_1,101,1,[],producer,1,3,34
7,5,010_1,10,1,[],producer,1,4,35
7,5,001_3,1,3,[],receiver,1,4,36
7,5,110_2,110,2,[],receiver,1,3,37
7,5,011_2,11,2,[],receiver,1,2,38
7,5,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,39
7,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,40
7,5,100_1,100,1,[],producer,2,3,33
7,5,001_1,1,1,[],producer,2,4,34
7,5,011_2,11,2,[],producer,2,1,35
7,5,111_3,111,3,[],receiver,2,1,36
7,5,101_2,101,2,[],receiver,2,4,37
7,5,111_1,111,1,[],receiver,2,3,38
7,5,NA_x,NA,x,"[['some', 'none'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,39
7,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,40
7,5,100_2,100,2,[],producer,3,4,33
7,5,110_2,110,2,[],producer,3,1,34
7,5,111_1,111,1,[],producer,3,2,35
7,5,100_1,100,1,[],receiver,3,2,36
7,5,101_1,101,1,[],receiver,3,1,37
7,5,100_1,100,1,[],receiver,3,4,38
7,5,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,39
7,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,40
7,5,001_3,1,3,[],producer,4,1,33
7,5,101_2,101,2,[],producer,4,2,34
7,5,100_1,100,1,[],producer,4,3,35
7,5,100_2,100,2,[],receiver,4,3,36
7,5,001_1,1,1,[],receiver,4,2,37
7,5,010_1,10,1,[],receiver,4,1,38
7,5,NA_x,NA,x,"[['some', 'all'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,39
7,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,40
7,6,101_3,101,3,[],producer,1,2,41
7,6,010_3,10,3,[],producer,1,3,42
7,6,001_2,1,2,[],producer,1,4,43
7,6,010_1,10,1,[],receiver,1,4,44
7,6,101_1,101,1,[],receiver,1,3,45
7,6,101_2,101,2,[],receiver,1,2,46
7,6,NA_x,NA,x,"[['some', 'some'], ['some', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,47
7,6,NA_x,NA,x,"[['not all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,48
7,6,101_1,101,1,[],producer,2,3,41
7,6,010_1,10,1,[],producer,2,4,42
7,6,101_2,101,2,[],producer,2,1,43
7,6,101_3,101,3,[],receiver,2,1,44
7,6,010_2,10,2,[],receiver,2,4,45
7,6,101_2,101,2,[],receiver,2,3,46
7,6,NA_x,NA,x,"[['some', 'some'], ['some', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,47
7,6,NA_x,NA,x,"[['some', 'all'], ['not all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,48
7,6,101_3,101,3,[],producer,3,4,41
7,6,101_1,101,1,[],producer,3,1,42
7,6,101_2,101,2,[],producer,3,2,43
7,6,101_1,101,1,[],receiver,3,2,44
7,6,010_3,10,3,[],receiver,3,1,45
7,6,101_1,101,1,[],receiver,3,4,46
7,6,NA_x,NA,x,"[['all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,47
7,6,NA_x,NA,x,"[['some', 'all'], ['not all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,48
7,6,010_1,10,1,[],producer,4,1,41
7,6,010_2,10,2,[],producer,4,2,42
7,6,101_1,101,1,[],producer,4,3,43
7,6,101_3,101,3,[],receiver,4,3,44
7,6,010_1,10,1,[],receiver,4,2,45
7,6,001_2,1,2,[],receiver,4,1,46
7,6,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,47
7,6,NA_x,NA,x,"[['some', 'all'], ['not all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,48
7,7,001_1,1,1,[],producer,1,2,49
7,7,100_2,100,2,[],producer,1,3,50
7,7,100_3,100,3,[],producer,1,4,51
7,7,011_2,11,2,[],receiver,1,4,52
7,7,100_1,100,1,[],receiver,1,3,53
7,7,111_3,111,3,[],receiver,1,2,54
7,7,NA_x,NA,x,"[['some', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,55
7,7,NA_x,NA,x,"[['some', 'not all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,56
7,7,010_3,10,3,[],producer,2,3,49
7,7,101_3,101,3,[],producer,2,4,50
7,7,111_3,111,3,[],producer,2,1,51
7,7,001_1,1,1,[],receiver,2,1,52
7,7,110_1,110,1,[],receiver,2,4,53
7,7,110_3,110,3,[],receiver,2,3,54
7,7,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,55
7,7,NA_x,NA,x,"[['none', 'none'], ['some', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,56
7,7,001_3,1,3,[],producer,3,4,49
7,7,100_1,100,1,[],producer,3,1,50
7,7,110_3,110,3,[],producer,3,2,51
7,7,010_3,10,3,[],receiver,3,2,52
7,7,100_2,100,2,[],receiver,3,1,53
7,7,010_3,10,3,[],receiver,3,4,54
7,7,NA_x,NA,x,"[['some', 'some'], ['some', 'all'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,55
7,7,NA_x,NA,x,"[['none', 'none'], ['some', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,56
7,7,011_2,11,2,[],producer,4,1,49
7,7,110_1,110,1,[],producer,4,2,50
7,7,010_3,10,3,[],producer,4,3,51
7,7,001_3,1,3,[],receiver,4,3,52
7,7,101_3,101,3,[],receiver,4,2,53
7,7,100_3,100,3,[],receiver,4,1,54
7,7,NA_x,NA,x,"[['some', 'all'], ['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,55
7,7,NA_x,NA,x,"[['none', 'none'], ['some', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,56
8,1,001_2,1,2,[],producer,1,2,1
8,1,010_1,10,1,[],producer,1,3,2
8,1,111_3,111,3,[],producer,1,4,3
8,1,001_1,1,1,[],receiver,1,4,4
8,1,010_2,10,2,[],receiver,1,3,5
8,1,101_1,101,1,[],receiver,1,2,6
8,1,NA_x,NA,x,"[['some', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,7
8,1,NA_x,NA,x,"[['none', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,8
8,1,110_3,110,3,[],producer,2,3,1
8,1,010_2,10,2,[],producer,2,4,2
8,1,101_1,101,1,[],producer,2,1,3
8,1,001_2,1,2,[],receiver,2,1,4
8,1,100_2,100,2,[],receiver,2,4,5
8,1,101_1,101,1,[],receiver,2,3,6
8,1,NA_x,NA,x,"[['some', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,7
8,1,NA_x,NA,x,"[['none', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,8
8,1,100_2,100,2,[],producer,3,4,1
8,1,010_2,10,2,[],producer,3,1,2
8,1,101_1,101,1,[],producer,3,2,3
8,1,110_3,110,3,[],receiver,3,2,4
8,1,010_1,10,1,[],receiver,3,1,5
8,1,001_3,1,3,[],receiver,3,4,6
8,1,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,7
8,1,NA_x,NA,x,"[['some', 'all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,8
8,1,001_1,1,1,[],producer,4,1,1
8,1,100_2,100,2,[],producer,4,2,2
8,1,001_3,1,3,[],producer,4,3,3
8,1,100_2,100,2,[],receiver,4,3,4
8,1,010_2,10,2,[],receiver,4,2,5
8,1,111_3,111,3,[],receiver,4,1,6
8,1,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,7
8,1,NA_x,NA,x,"[['none', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,8
8,2,110_3,110,3,[],producer,1,2,9
8,2,110_1,110,1,[],producer,1,3,10
8,2,100_3,100,3,[],producer,1,4,11
8,2,101_3,101,3,[],receiver,1,4,12
8,2,110_3,110,3,[],receiver,1,3,13
8,2,010_1,10,1,[],receiver,1,2,14
8,2,NA_x,NA,x,"[['some', 'all'], ['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,15
8,2,NA_x,NA,x,"[['some', 'some'], ['none', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,16
8,2,011_2,11,2,[],producer,2,3,9
8,2,001_3,1,3,[],producer,2,4,10
8,2,010_1,10,1,[],producer,2,1,11
8,2,110_3,110,3,[],receiver,2,1,12
8,2,110_2,110,2,[],receiver,2,4,13
8,2,111_1,111,1,[],receiver,2,3,14
8,2,NA_x,NA,x,"[['some', 'some'], ['some', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,15
8,2,NA_x,NA,x,"[['none', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,16
8,2,101_2,101,2,[],producer,3,4,9
8,2,110_3,110,3,[],producer,3,1,10
8,2,111_1,111,1,[],producer,3,2,11
8,2,011_2,11,2,[],receiver,3,2,12
8,2,110_1,110,1,[],receiver,3,1,13
8,2,101_1,101,1,[],receiver,3,4,14
8,2,NA_x,NA,x,"[['some', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,15
8,2,NA_x,NA,x,"[['none', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,16
8,2,101_3,101,3,[],producer,4,1,9
8,2,110_2,110,2,[],producer,4,2,10
8,2,101_1,101,1,[],producer,4,3,11
8,2,101_2,101,2,[],receiver,4,3,12
8,2,001_3,1,3,[],receiver,4,2,13
8,2,100_3,100,3,[],receiver,4,1,14
8,2,NA_x,NA,x,"[['some', 'all'], ['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,15
8,2,NA_x,NA,x,"[['none', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,16
8,3,100_1,100,1,[],producer,1,2,17
8,3,111_1,111,1,[],producer,1,3,18
8,3,001_3,1,3,[],producer,1,4,19
8,3,110_3,110,3,[],receiver,1,4,20
8,3,111_2,111,2,[],receiver,1,3,21
8,3,001_1,1,1,[],receiver,1,2,22
8,3,NA_x,NA,x,"[['some', 'all'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,23
8,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,24
8,3,010_3,10,3,[],producer,2,3,17
8,3,110_1,110,1,[],producer,2,4,18
8,3,001_1,1,1,[],producer,2,1,19
8,3,100_1,100,1,[],receiver,2,1,20
8,3,111_3,111,3,[],receiver,2,4,21
8,3,001_2,1,2,[],receiver,2,3,22
8,3,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,23
8,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,24
8,3,111_3,111,3,[],producer,3,4,17
8,3,111_2,111,2,[],producer,3,1,18
8,3,001_2,1,2,[],producer,3,2,19
8,3,010_3,10,3,[],receiver,3,2,20
